relative_time_s,lord_ch1_norm,lord_ch2_norm,lord_ch3_norm,our_x_norm_original,our_y_norm_original,our_z_norm_original,our_mapped_to_lord_ch1_norm,our_mapped_to_lord_ch2_norm,our_mapped_to_lord_ch3_norm,lord_dynamic_magnitude_norm,our_dynamic_magnitude_norm,our_x_raw,our_y_raw,our_z_raw,sample_ts_utc,sample_ts_et,batch_id,sample_in_batch
17.840,0.78777144,-1.23005537,0.23469148,-0.61544841,-0.71560792,0.06698546,0.61544841,-0.71560792,0.06698546,0.29110721,-0.39853462,3714,-736,153,2026-05-03T23:57:29.417Z,2026-05-03 19:57:29.417,102633,61
17.880,-0.11098448,-0.62775318,1.05145238,-0.11106804,-1.25479860,1.00444565,0.11106804,-1.25479860,1.00444565,0.03419934,0.60891489,3772,-1267,837,2026-05-03T23:57:29.457Z,2026-05-03 19:57:29.457,102633,62
17.920,1.17098949,-1.40119710,0.60050919,-0.35456201,-0.95118652,0.91673007,0.35456201,-0.95118652,0.91673007,0.59994516,0.21383871,3744,-968,773,2026-05-03T23:57:29.497Z,2026-05-03 19:57:29.497,102633,63
17.960,-0.41924007,-0.52871344,1.00696384,-0.20672638,-1.06389870,1.07708511,0.20672638,-1.06389870,1.07708511,-0.06554451,0.43309498,3761,-1079,890,2026-05-03T23:57:29.537Z,2026-05-03 19:57:29.537,102633,64
18.000,1.26376874,-1.47509287,0.25816763,-0.15454910,-1.08623805,0.93591786,0.15454910,-1.08623805,0.93591786,0.61518187,0.37669350,3767,-1101,787,2026-05-03T23:57:29.577Z,2026-05-03 19:57:29.577,102633,65
18.040,-0.36120091,-0.50393225,0.43400754,-0.49370142,-0.84253604,0.20678215,0.49370142,-0.84253604,0.20678215,-0.49979834,-0.21101128,3728,-861,255,2026-05-03T23:57:29.617Z,2026-05-03 19:57:29.617,102633,66
18.080,1.20137030,-1.31680104,-0.18935823,-0.38934686,-1.22128957,0.29997995,0.38934686,-1.22128957,0.29997995,0.41325748,0.31302788,3740,-1234,323,2026-05-03T23:57:29.657Z,2026-05-03 19:57:29.657,102633,67
18.120,-0.29597515,-0.56992048,-0.46132519,-0.60675219,-0.67803719,-0.59499301,0.60675219,-0.67803719,-0.59499301,-0.42021208,-0.27442399,3715,-699,-330,2026-05-03T23:57:29.697Z,2026-05-03 19:57:29.697,102633,68
18.160,0.79535997,-1.11556812,-0.96179519,-0.51109385,-1.24159807,-0.56621133,0.51109385,-1.24159807,-0.56621133,0.42793456,0.40821388,3726,-1254,-309,2026-05-03T23:57:29.737Z,2026-05-03 19:57:29.737,102633,69
18.200,0.06728636,-0.75201740,-1.04870323,-0.87633481,-0.62828136,-1.36935705,0.87633481,-0.62828136,-1.36935705,0.12893459,0.25231418,3684,-650,-895,2026-05-03T23:57:29.777Z,2026-05-03 19:57:29.777,102633,70
18.240,0.17650377,-0.83649159,-1.15314675,-0.72849918,-1.18270342,-1.03905310,0.72849918,-1.18270342,-1.03905310,0.27633325,0.54721317,3701,-1196,-654,2026-05-03T23:57:29.817Z,2026-05-03 19:57:29.817,102633,71
18.280,0.57628160,-0.93683125,-0.48391011,-0.84154995,-0.77754884,-1.01164198,0.84154995,-0.77754884,-1.01164198,0.00028937,0.09769781,3688,-797,-634,2026-05-03T23:57:29.857Z,2026-05-03 19:57:29.857,102633,72
18.320,-0.04963173,-0.79446463,-0.61266431,-0.78937267,-1.10553112,-0.39900352,0.78937267,-1.10553112,-0.39900352,-0.11062843,0.18457214,3694,-1120,-187,2026-05-03T23:57:29.897Z,2026-05-03 19:57:29.897,102633,73
18.360,0.65037501,-1.12105949,-0.00519340,-0.46761278,-0.94509397,-0.17971459,0.46761278,-0.94509397,-0.17971459,0.13433676,-0.07764610,3731,-962,-27,2026-05-03T23:57:29.937Z,2026-05-03 19:57:29.937,102633,74
18.400,0.15871337,-0.86954998,0.31653873,-0.51979006,-0.99383437,0.10261991,0.51979006,-0.99383437,0.10261991,-0.14453692,-0.01949810,3725,-1010,179,2026-05-03T23:57:29.977Z,2026-05-03 19:57:29.977,102633,75
18.440,0.61802313,-1.09374274,0.62396831,-0.65023326,-1.13193217,0.60150223,0.65023326,-1.13193217,0.60150223,0.23292136,0.28120266,3710,-1146,543,2026-05-03T23:57:30.017Z,2026-05-03 19:57:30.017,102633,76
18.480,0.21809701,-0.96862651,0.55354548,-0.65892947,-0.99281894,0.63576613,0.65892947,-0.99281894,0.63576613,0.05317553,0.12109860,3709,-1009,568,2026-05-03T23:57:30.057Z,2026-05-03 19:57:30.057,102633,77
18.520,0.38605410,-1.11195544,0.31607038,-0.78067646,-1.17965715,0.59327890,0.78067646,-1.17965715,0.59327890,0.14901267,0.34033406,3695,-1193,537,2026-05-03T23:57:30.097Z,2026-05-03 19:57:30.097,102633,78
18.560,0.22291213,-1.01291798,0.31274666,-1.07634771,-1.00195777,0.26434550,1.07634771,-1.00195777,0.26434550,0.02615983,0.02151136,3661,-1018,297,2026-05-03T23:57:30.137Z,2026-05-03 19:57:30.137,102633,79
18.600,0.20081014,-1.05738402,-0.03585916,-1.05025907,-1.18981140,0.17114770,1.05025907,-1.18981140,0.17114770,0.04342744,0.25929488,3664,-1203,229,2026-05-03T23:57:30.177Z,2026-05-03 19:57:30.177,102633,80
18.640,0.14942604,-1.07111818,-0.27940837,-1.55463944,-1.04765190,-0.23453682,1.55463944,-1.04765190,-0.23453682,0.08784319,0.08804730,3606,-1063,-67,2026-05-03T23:57:30.217Z,2026-05-03 19:57:30.217,102633,81
18.680,-0.07921138,-1.01461752,-0.69041010,-1.77204478,-1.13599387,-0.52235355,1.77204478,-1.13599387,-0.52235355,0.16321518,0.27976528,3581,-1150,-277,2026-05-03T23:57:30.257Z,2026-05-03 19:57:30.257,102633,82
18.720,2.60485311,-0.76206537,-0.57160724,-0.94590451,-0.91056952,-0.99108364,0.94590451,-0.91056952,-0.99108364,0.09250411,0.22125127,3676,-928,-619,2026-05-03T23:57:30.297Z,2026-05-03 19:57:30.297,102633,83
18.760,-2.03938369,3.39768696,-2.40101643,5.73278730,2.26161822,-1.99295995,-5.73278730,2.26161822,-1.99295995,3.59732050,2.41590716,4444,2196,-1350,2026-05-03T23:57:30.337Z,2026-05-03 19:57:30.337,102633,84
18.800,-1.43628491,0.21803154,-2.09161994,-4.02436402,0.42065267,-1.63524488,4.02436402,0.42065267,-1.63524488,0.86964494,0.48185787,3322,383,-1089,2026-05-03T23:57:30.377Z,2026-05-03 19:57:30.377,102633,85
18.840,-1.90684071,2.29297900,0.45847429,1.85427617,2.59163135,-1.64209766,-1.85427617,2.59163135,-1.64209766,1.66170554,2.53671063,3998,2521,-1094,2026-05-03T23:57:30.417Z,2026-05-03 19:57:30.417,102633,86
18.880,-0.95137295,1.03571182,0.64339129,-2.52861533,0.40846757,1.70754079,2.52861533,0.40846757,1.70754079,0.19390000,0.47630953,3494,371,1350,2026-05-03T23:57:30.457Z,2026-05-03 19:57:30.457,102633,87
18.920,-1.13260248,1.21398931,1.17554599,2.78477099,2.33574425,0.26708661,-2.78477099,2.33574425,0.26708661,0.66487587,1.84788817,4105,2269,299,2026-05-03T23:57:30.497Z,2026-05-03 19:57:30.497,102633,88
18.960,-1.42239603,1.67631801,1.33473890,-1.72856371,0.43182235,2.30647369,1.72856371,0.43182235,2.30647369,1.22959498,1.03909660,3586,394,1787,2026-05-03T23:57:30.537Z,2026-05-03 19:57:30.537,102633,89
19.000,-0.12770099,0.47714310,1.59340806,2.10646636,1.95902157,1.16480068,-2.10646636,1.95902157,1.16480068,0.42022838,1.55877390,4027,1898,954,2026-05-03T23:57:30.577Z,2026-05-03 19:57:30.577,102633,90
19.040,-1.37641657,1.97580739,1.61039288,-0.25020745,0.95679708,2.12418976,0.25020745,0.95679708,2.12418976,1.68022756,1.13187939,3756,911,1654,2026-05-03T23:57:30.617Z,2026-05-03 19:57:30.617,102633,91
19.080,-0.22662343,0.38367051,1.17487902,0.41940098,1.30001074,1.53622131,-0.41940098,1.30001074,1.53622131,-0.00624062,0.97694394,3833,1249,1225,2026-05-03T23:57:30.657Z,2026-05-03 19:57:30.657,102633,92
19.120,-1.26766576,1.80758716,1.29900377,0.74985708,1.54168189,1.16617124,-0.74985708,1.54168189,1.16617124,1.34059016,1.03278842,3871,1487,955,2026-05-03T23:57:30.697Z,2026-05-03 19:57:30.697,102633,93
19.160,-0.64721462,0.87522210,0.80701767,-0.44152414,0.99233696,1.27170403,0.44152414,0.99233696,1.27170403,0.09434791,0.48661885,3734,946,1032,2026-05-03T23:57:30.737Z,2026-05-03 19:57:30.737,102633,94
19.200,-0.78859712,1.34681558,1.10713843,1.18466775,1.72547382,0.68647669,-1.18466775,1.72547382,0.68647669,0.74203319,1.08020245,3921,1668,605,2026-05-03T23:57:30.777Z,2026-05-03 19:57:30.777,102633,95
19.240,-0.99344123,1.31373418,-0.17744843,-0.55457491,1.01975343,0.73170504,0.55457491,1.01975343,0.73170504,0.39549883,0.19635241,3721,973,638,2026-05-03T23:57:30.817Z,2026-05-03 19:57:30.817,102633,96
19.280,-1.19439328,1.23660243,-0.48999273,0.48027447,1.78944559,-0.72519581,-0.48027447,1.78944559,-0.72519581,0.37905810,1.16896884,3840,1731,-425,2026-05-03T23:57:30.857Z,2026-05-03 19:57:30.857,102633,97
19.320,-1.48066828,1.69718337,-0.66622430,-1.59812051,1.17917516,-0.52920633,1.59812051,1.17917516,-0.52920633,0.97885509,0.33269108,3601,1130,-282,2026-05-03T23:57:30.897Z,2026-05-03 19:57:30.897,102633,98
19.360,-0.87280829,1.15323294,-1.74790457,-0.73719539,1.72547382,-1.50504208,0.73719539,1.72547382,-1.50504208,0.99258866,1.42425349,3700,1668,-994,2026-05-03T23:57:30.937Z,2026-05-03 19:57:30.937,102633,99
19.400,1.40830546,-1.93936681,0.84441884,3.35872107,1.18120601,-1.95732550,-3.35872107,1.18120601,-1.95732550,1.30833710,1.22604809,4171,1132,-1324,2026-05-03T23:57:30.977Z,2026-05-03 19:57:30.977,102633,100
19.440,-3.22704524,0.60284499,0.29233878,0.07155244,-3.16785932,2.55865596,-0.07155244,-3.16785932,2.55865596,0.00556428,3.65686876,3793,-3151,1971,2026-05-03T23:57:31.017Z,2026-05-03 19:57:31.017,102634,1
19.480,3.46777518,-2.95433648,-0.97509579,-2.18076680,0.05611509,-0.92803807,2.18076680,0.05611509,-0.92803807,2.65506738,-0.37883003,3534,24,-573,2026-05-03T23:57:31.057Z,2026-05-03 19:57:31.057,102634,2
19.520,-3.41998852,0.68352050,-0.18987765,-0.58066355,-1.91076316,0.06835602,0.58066355,-1.91076316,0.06835602,0.09301844,1.22825206,3718,-1913,154,2026-05-03T23:57:31.097Z,2026-05-03 19:57:31.097,102634,3
19.560,3.64022149,-2.64781238,-0.20017810,-0.71110675,-0.85065944,-0.15915625,0.71110675,-0.85065944,-0.15915625,2.19493117,-0.20485703,3703,-869,-12,2026-05-03T23:57:31.137Z,2026-05-03 19:57:31.137,102634,4
19.600,-1.79713774,0.31094382,0.51329458,-1.29375305,-1.10553112,-0.06047623,1.29375305,-1.10553112,-0.06047623,-0.42271267,0.14174397,3636,-1120,60,2026-05-03T23:57:31.177Z,2026-05-03 19:57:31.177,102634,5
19.640,1.92032446,-2.03700103,-1.11766998,-0.03280212,-1.47616125,0.20815271,0.03280212,-1.47616125,0.20815271,1.54550878,0.64340395,3781,-1485,256,2026-05-03T23:57:31.217Z,2026-05-03 19:57:31.217,102634,6
19.680,-0.23523856,-0.56105070,0.32425909,-1.11113257,-0.55313991,-0.89925640,1.11113257,-0.55313991,-0.89925640,-0.49709106,-0.18737704,3657,-576,-552,2026-05-03T23:57:31.257Z,2026-05-03 19:57:31.257,102634,7
19.720,0.25860666,-1.09811334,-0.72706198,-0.02410590,-1.69244678,0.52201000,0.02410590,-1.69244678,0.52201000,0.27300661,0.98723357,3782,-1698,485,2026-05-03T23:57:31.297Z,2026-05-03 19:57:31.297,102634,8
19.760,1.13130072,-1.12071729,0.66199111,-0.68501811,-0.59680319,-0.36611018,0.68501811,-0.59680319,-0.36611018,0.30561846,-0.48112695,3706,-619,-163,2026-05-03T23:57:31.337Z,2026-05-03 19:57:31.337,102634,9
19.800,-0.45495248,-0.78149528,-0.82312375,-0.30238473,-1.50763943,0.26434550,0.30238473,-1.50763943,0.26434550,0.00656828,0.69325252,3750,-1516,297,2026-05-03T23:57:31.377Z,2026-05-03 19:57:31.377,102634,10
19.840,1.27301009,-1.29462884,0.13420181,-0.14585289,-0.81715042,-0.48260743,0.14585289,-0.81715042,-0.48260743,0.38646442,-0.16483508,3768,-836,-248,2026-05-03T23:57:31.417Z,2026-05-03 19:57:31.417,102634,11
19.880,0.09825672,-0.81685958,-0.22456537,-0.83285374,-1.21519702,-0.08925791,0.83285374,-1.21519702,-0.08925791,-0.23078310,0.28394453,3689,-1228,39,2026-05-03T23:57:31.457Z,2026-05-03 19:57:31.457,102634,12
19.920,0.51739210,-1.09677898,-0.39436804,-0.17194153,-1.03546680,-0.24413071,0.17194153,-1.03546680,-0.24413071,0.15413865,0.05251312,3765,-1051,-74,2026-05-03T23:57:31.497Z,2026-05-03 19:57:31.497,102634,13
19.960,0.75969496,-1.00741281,0.24170224,-0.97199315,-1.12380877,-0.13859792,0.97199315,-1.12380877,-0.13859792,0.02374588,0.16560455,3673,-1138,3,2026-05-03T23:57:31.537Z,2026-05-03 19:57:31.537,102634,14
20.000,0.14415207,-1.00295270,-0.58546699,-0.46761278,-1.04968275,-0.17286181,0.46761278,-1.04968275,-0.17286181,0.10392781,0.06280368,3731,-1065,-22,2026-05-03T23:57:31.577Z,2026-05-03 19:57:31.577,102634,15
20.040,0.59185069,-1.07099414,0.00438893,-0.79806889,-1.16645662,-0.24001905,0.79806889,-1.16645662,-0.24001905,0.07064073,0.23307267,3693,-1180,-71,2026-05-03T23:57:31.617Z,2026-05-03 19:57:31.617,102634,16
20.080,0.38372946,-1.06639387,-0.26546913,-0.89372723,-0.99586522,-0.21671960,0.89372723,-0.99586522,-0.21671960,0.08371240,0.00169525,3682,-1012,-54,2026-05-03T23:57:31.657Z,2026-05-03 19:57:31.657,102634,17
20.120,0.23360007,-0.99794361,-0.09499377,-0.97199315,-1.25073690,-0.07829346,0.97199315,-1.25073690,-0.07829346,-0.02623160,0.33355181,3673,-1263,47,2026-05-03T23:57:31.697Z,2026-05-03 19:57:31.697,102634,18
20.160,0.45155910,-1.16522694,-0.13360412,-1.11113257,-0.99992692,-0.20986682,1.11113257,-0.99992692,-0.20986682,0.18728637,0.01004570,3657,-1016,-49,2026-05-03T23:57:31.737Z,2026-05-03 19:57:31.737,102634,19
20.200,0.10704920,-0.91136106,-0.07301343,-1.43289246,-1.24464435,-0.08377568,1.43289246,-1.24464435,-0.08377568,-0.13597118,0.33376730,3620,-1257,43,2026-05-03T23:57:31.777Z,2026-05-03 19:57:31.777,102634,20
20.240,0.41838632,0.47895056,-0.58593249,0.38461612,-0.93087802,-0.49768354,-0.38461612,-0.93087802,-0.49768354,-0.42578965,-0.01449100,3829,-948,-259,2026-05-03T23:57:31.817Z,2026-05-03 19:57:31.817,102634,21
20.280,-1.10442290,1.41076204,-2.65032762,4.66315307,2.56726115,-2.36986281,-4.66315307,2.56726115,-2.36986281,1.90308811,2.92765608,4321,2497,-1625,2026-05-03T23:57:31.857Z,2026-05-03 19:57:31.857,102634,22
20.320,-0.41706504,1.38836942,-1.02955560,-3.61564200,0.46431595,-1.50778319,3.61564200,0.46431595,-1.50778319,0.73426794,0.36643043,3369,426,-996,2026-05-03T23:57:31.897Z,2026-05-03 19:57:31.897,102634,23
20.360,-0.79891086,0.98675121,1.10137941,2.00211180,2.52765958,-0.86636306,-2.00211180,2.52765958,-0.86636306,0.38905776,2.19159530,4015,2458,-528,2026-05-03T23:57:31.937Z,2026-05-03 19:57:31.937,102634,24
20.400,-1.59622287,2.16744251,0.97779391,-1.81552584,0.53438028,1.83774359,1.81552584,0.53438028,1.83774359,1.62311414,0.63487503,3576,495,1445,2026-05-03T23:57:31.977Z,2026-05-03 19:57:31.977,102634,25
20.440,-0.42711785,0.32719052,0.14556948,2.47170731,2.13469010,-0.04677067,-2.47170731,2.13469010,-0.04677067,-0.81555069,1.55826520,4069,2071,70,2026-05-03T23:57:32.017Z,2026-05-03 19:57:32.017,102634,26
20.480,-1.37172121,2.24439959,2.16101119,-0.87633481,0.76995888,1.92820028,0.87633481,0.76995888,1.92820028,2.26155997,0.83708082,3684,727,1511,2026-05-03T23:57:32.057Z,2026-05-03 19:57:32.057,102634,27
20.520,-0.40266323,0.40147208,1.04422879,1.61947841,1.68079512,1.38134850,-1.61947841,1.68079512,1.38134850,-0.11095160,1.31600738,3971,1624,1112,2026-05-03T23:57:32.097Z,2026-05-03 19:57:32.097,102634,28
20.560,-1.30119360,1.96455833,1.78336885,0.41940098,1.15785123,1.84733748,-0.41940098,1.15785123,1.84733748,1.76210088,1.06547773,3833,1109,1452,2026-05-03T23:57:32.137Z,2026-05-03 19:57:32.137,102634,29
20.600,-0.81025156,0.65510134,0.37195791,0.55854039,1.33250434,1.19495291,-0.55854039,1.33250434,1.19495291,-0.34135864,0.80302286,3849,1281,976,2026-05-03T23:57:32.177Z,2026-05-03 19:57:32.177,102634,30
20.640,-1.15040211,1.71792019,1.45647934,0.61941388,1.45029364,1.02774510,-0.61941388,1.45029364,1.02774510,1.32457976,0.85557326,3856,1397,854,2026-05-03T23:57:32.217Z,2026-05-03 19:57:32.217,102634,31
20.680,-0.80015228,0.99749505,0.13394919,-0.20672638,1.16699006,0.96881120,0.20672638,1.16699006,0.96881120,-0.00137579,0.48788788,3761,1118,811,2026-05-03T23:57:32.257Z,2026-05-03 19:57:32.257,102634,32
20.720,-1.25367392,1.44729066,0.36421483,0.58462903,1.62494674,0.19992937,-0.58462903,1.62494674,0.19992937,0.59873627,0.84667934,3852,1569,250,2026-05-03T23:57:32.297Z,2026-05-03 19:57:32.297,102634,33
20.760,-1.84004646,0.95868806,-0.38782842,1.26293367,1.12941933,0.51241610,-1.26293367,1.12941933,0.51241610,0.10168225,0.25628109,3930,1081,478,2026-05-03T23:57:32.337Z,2026-05-03 19:57:32.337,102634,34
20.800,2.26703659,-2.65442684,-2.16242314,1.14118668,-0.95118652,-1.77778269,-1.14118668,-0.95118652,-1.77778269,2.71111771,0.84262151,3916,-968,-1193,2026-05-03T23:57:32.377Z,2026-05-03 19:57:32.377,102634,35
20.840,-2.26205645,0.12538345,-0.26751844,-0.11976425,-1.29033847,0.39865997,0.11976425,-1.29033847,0.39865997,-0.50716702,0.42442557,3771,-1302,395,2026-05-03T23:57:32.417Z,2026-05-03 19:57:32.417,102634,36
20.880,2.56973855,-1.59890916,0.12746636,-2.00684254,-1.69143135,1.19358235,2.00684254,-1.69143135,1.19358235,0.86443544,1.24237186,3554,-1697,975,2026-05-03T23:57:32.457Z,2026-05-03 19:57:32.457,102634,37
20.920,-0.75109253,-0.64695345,-1.38016534,-0.58066355,-0.72677759,-1.64346822,0.58066355,-0.72677759,-1.64346822,0.33520668,0.55528810,3718,-747,-1095,2026-05-03T23:57:32.497Z,2026-05-03 19:57:32.497,102634,38
20.960,0.57812973,-1.37438800,-2.60354834,-0.49370142,-1.34618685,-1.57768154,0.49370142,-1.34618685,-1.57768154,1.82669875,1.05233618,3728,-1357,-1047,2026-05-03T23:57:32.537Z,2026-05-03 19:57:32.537,102634,39
21.000,1.18629688,-0.88886507,0.50134505,-1.45028489,-0.93189344,-1.24874814,1.45028489,-0.93189344,-1.24874814,-0.00608916,0.42476204,3618,-949,-807,2026-05-03T23:57:32.577Z,2026-05-03 19:57:32.577,102634,40
21.040,0.02996935,-0.94892785,-1.27408402,-0.78067646,-1.33704802,-0.64022135,0.78067646,-1.33704802,-0.64022135,0.45745330,0.55797421,3695,-1348,-363,2026-05-03T23:57:32.617Z,2026-05-03 19:57:32.617,102634,41
21.080,1.06684019,-1.38364360,-0.29463339,-0.53718249,-0.97454129,-1.26519481,0.53718249,-0.97454129,-1.26519481,0.49943380,0.46516761,3723,-991,-819,2026-05-03T23:57:32.657Z,2026-05-03 19:57:32.657,102634,42
21.120,0.80798845,-1.07291875,0.73265803,-0.70241054,-1.12888590,0.27393939,0.70241054,-1.12888590,0.27393939,0.26630219,0.18707812,3704,-1143,304,2026-05-03T23:57:32.697Z,2026-05-03 19:57:32.697,102634,43
21.160,0.98533504,-1.20424522,0.97525636,-0.57196734,-1.30963155,0.81942061,0.57196734,-1.30963155,0.81942061,0.53415704,0.58995760,3719,-1321,702,2026-05-03T23:57:32.737Z,2026-05-03 19:57:32.737,102634,44
21.200,0.71894292,-1.22180336,0.70671533,-0.36325822,-1.04155935,0.58094390,0.36325822,-1.04155935,0.58094390,0.41327369,0.15687118,3743,-1057,528,2026-05-03T23:57:32.777Z,2026-05-03 19:57:32.777,102634,45
21.240,0.52538220,-1.17725235,0.50293736,-0.51109385,-1.29135390,0.84683173,0.51109385,-1.29135390,0.84683173,0.28075850,0.57888919,3726,-1303,722,2026-05-03T23:57:32.817Z,2026-05-03 19:57:32.817,102634,46
21.280,0.79076761,-1.20056367,0.59111416,-0.66762569,-1.05983700,0.71937003,0.66762569,-1.05983700,0.71937003,0.34781821,0.24024324,3708,-1075,629,2026-05-03T23:57:32.857Z,2026-05-03 19:57:32.857,102634,47
21.320,0.51837318,-1.01029059,0.29386298,-0.87633481,-1.30252357,0.61109612,0.87633481,-1.30252357,0.61109612,0.02660793,0.50492952,3684,-1314,550,2026-05-03T23:57:32.897Z,2026-05-03 19:57:32.897,102634,48
21.360,0.46933238,0.31991002,-1.07472546,0.24547671,-0.95220194,-0.33321684,-0.24547671,-0.95220194,-0.33321684,-0.12005952,-0.03926718,3813,-969,-139,2026-05-03T23:57:32.937Z,2026-05-03 19:57:32.937,102634,49
21.400,-1.53531860,1.94717935,-3.02899168,2.40213761,1.66657916,-1.74214824,-2.40213761,1.66657916,-1.74214824,2.60759688,1.52023974,4061,1610,-1167,2026-05-03T23:57:32.977Z,2026-05-03 19:57:32.977,102634,50
21.440,-0.84893211,1.16612193,-2.11449152,-1.07634771,1.15074326,-2.08204608,1.07634771,1.15074326,-2.08204608,1.28968008,1.25004105,3661,1102,-1415,2026-05-03T23:57:33.017Z,2026-05-03 19:57:33.017,102634,51
21.480,-1.30852080,1.68471016,0.00603518,0.66289495,1.92551254,-1.29534704,-0.66289495,1.92551254,-1.29534704,0.85409489,1.55611704,3861,1865,-841,2026-05-03T23:57:33.057Z,2026-05-03 19:57:33.057,102634,52
21.520,-1.45120982,1.65115564,-0.05333785,-1.29375305,1.01366088,0.17251826,1.29375305,1.01366088,0.17251826,0.82293633,0.02720252,3636,967,230,2026-05-03T23:57:33.097Z,2026-05-03 19:57:33.097,102634,53
21.560,-0.81238944,0.90310606,0.56315624,1.83688374,2.01385452,-0.28524739,-1.83688374,2.01385452,-0.28524739,0.00714912,1.39698171,3996,1952,-104,2026-05-03T23:57:33.137Z,2026-05-03 19:57:33.137,102634,54
21.600,-1.17017167,1.85829789,2.08057182,-0.51979006,0.80752960,1.91312416,0.51979006,0.80752960,1.91312416,1.83972507,0.84574914,3725,764,1500,2026-05-03T23:57:33.177Z,2026-05-03 19:57:33.177,102634,55
21.640,-0.48428936,0.55952964,1.35614013,1.77601025,1.75289029,1.10860789,-1.77601025,1.75289029,1.10860789,0.25305555,1.27496457,3989,1695,913,2026-05-03T23:57:33.217Z,2026-05-03 19:57:33.217,102634,56
21.680,-1.11471841,1.40374334,1.61417360,-0.24151124,0.84713118,1.87063693,0.24151124,0.84713118,1.87063693,1.11777949,0.83501749,3757,803,1469,2026-05-03T23:57:33.257Z,2026-05-03 19:57:33.257,102634,57
21.720,0.36105733,-0.20961035,1.26593101,1.85427617,1.29696446,1.45261740,-1.85427617,1.29696446,1.45261740,0.02041540,0.93688411,3998,1246,1164,2026-05-03T23:57:33.297Z,2026-05-03 19:57:33.297,102634,58
21.760,0.24446522,-0.88420512,1.56060217,1.05422455,-0.61304999,1.85967249,-1.05422455,-0.61304999,1.85967249,0.62912243,0.68279009,3906,-635,1461,2026-05-03T23:57:33.337Z,2026-05-03 19:57:33.337,102634,59
21.800,0.70606115,-1.28940618,1.29718148,0.05416002,-1.28830762,1.69931745,-0.05416002,-1.28830762,1.69931745,0.79262010,1.07633589,3791,-1300,1344,2026-05-03T23:57:33.377Z,2026-05-03 19:57:33.377,102634,60
21.840,0.58819041,-1.04489236,1.50203245,-0.27629609,-1.18168800,1.37038405,0.27629609,-1.18168800,1.37038405,0.71270598,0.74453765,3753,-1195,1104,2026-05-03T23:57:33.417Z,2026-05-03 19:57:33.417,102634,61
21.880,0.89964822,-1.39094017,-0.31522861,-0.00671348,-1.17254917,0.68510614,0.00671348,-1.17254917,0.68510614,0.50295073,0.36151449,3784,-1186,604,2026-05-03T23:57:33.457Z,2026-05-03 19:57:33.457,102634,62
21.920,-0.09885921,-0.56282373,-1.27436221,-0.80676510,-1.41828203,0.17251826,0.80676510,-1.41828203,0.17251826,0.17658395,0.56551582,3692,-1428,230,2026-05-03T23:57:33.497Z,2026-05-03 19:57:33.497,102634,63
21.960,0.38779945,-0.70858487,-2.89489016,-1.13722121,-0.90853867,-2.37671559,1.13722121,-0.90853867,-2.37671559,1.73452637,1.32824697,3654,-926,-1630,2026-05-03T23:57:33.537Z,2026-05-03 19:57:33.537,102634,64
22.000,-0.03856127,-0.24866540,-3.81283611,-1.04156286,-0.43636604,-3.84869255,1.04156286,-0.43636604,-3.84869255,2.52273851,2.55860471,3665,-461,-2704,2026-05-03T23:57:33.577Z,2026-05-03 19:57:33.577,102634,65
22.040,-0.48517599,0.44100025,-2.97310415,-1.18939849,-0.00379498,-3.41011468,1.18939849,-0.00379498,-3.41011468,1.73266252,2.07143965,3648,-35,-2384,2026-05-03T23:57:33.617Z,2026-05-03 19:57:33.617,102634,66
22.080,-0.32944665,0.50000197,-1.50978228,-0.76328403,0.34043410,-2.56996396,0.76328403,0.34043410,-2.56996396,0.35618831,1.26054923,3697,304,-1771,2026-05-03T23:57:33.657Z,2026-05-03 19:57:33.657,102634,67
22.120,-0.32946585,0.21252875,0.00833995,-0.18933396,0.32418730,-1.48859541,0.18933396,0.32418730,-1.48859541,-0.98268172,0.18685595,3763,288,-982,2026-05-03T23:57:33.697Z,2026-05-03 19:57:33.697,102634,68
22.160,0.44633225,-0.41324323,1.36227955,0.14981836,0.14141080,0.12866047,-0.14981836,0.14141080,0.12866047,0.18431378,-1.14862198,3802,108,198,2026-05-03T23:57:33.737Z,2026-05-03 19:57:33.737,102634,69
22.200,0.51182008,-0.18163678,2.37975017,0.68028737,-0.48409101,1.93505306,-0.68028737,-0.48409101,1.93505306,1.10754581,0.68580391,3863,-508,1516,2026-05-03T23:57:33.777Z,2026-05-03 19:57:33.777,102634,70
22.240,0.08945492,0.18974568,2.00274929,1.15857911,0.01549809,2.32840258,-1.15857911,0.01549809,2.32840258,0.73253382,0.97954792,3918,-16,1803,2026-05-03T23:57:33.817Z,2026-05-03 19:57:33.817,102634,71
22.280,-0.44852118,0.29510822,0.92382799,0.65419873,0.27240062,1.99672807,-0.65419873,0.27240062,1.99672807,-0.26999749,0.67337502,3860,237,1561,2026-05-03T23:57:33.857Z,2026-05-03 19:57:33.857,102634,72
22.320,-0.57990658,0.58982278,1.22610593,-0.29368852,0.42268352,1.44028240,0.29368852,0.42268352,1.44028240,0.16253950,0.18482359,3751,385,1155,2026-05-03T23:57:33.897Z,2026-05-03 19:57:33.897,102634,73
22.360,0.25861592,0.41295774,2.08986462,0.39331234,0.65216958,1.57870854,-0.39331234,0.65216958,1.57870854,0.86814547,0.44650779,3830,611,1256,2026-05-03T23:57:33.937Z,2026-05-03 19:57:33.937,102634,74
