relative_time_s,lord_dynamic_mag_norm,prototype_dynamic_mag_norm,lord_dynamic_envelope_norm,prototype_dynamic_envelope_norm,sample_ts_utc,sample_ts_et
26.600,-0.15059456,0.12373725,0.07213095,0.14632308,2026-05-03T23:57:38.177Z,2026-05-03 19:57:38.177
26.640,0.23638532,0.04860917,0.48767591,0.19054419,2026-05-03T23:57:38.217Z,2026-05-03 19:57:38.217
26.680,0.06016767,0.28567111,0.56125029,0.27952986,2026-05-03T23:57:38.257Z,2026-05-03 19:57:38.257
26.720,0.27985497,0.13104878,0.86158464,0.26407143,2026-05-03T23:57:38.297Z,2026-05-03 19:57:38.297
26.760,0.12248699,0.39156537,0.82399749,0.47912039,2026-05-03T23:57:38.337Z,2026-05-03 19:57:38.337
26.800,0.14909718,0.18639338,0.98313063,0.43658221,2026-05-03T23:57:38.377Z,2026-05-03 19:57:38.377
26.840,2.74766377,0.31214807,0.95094448,0.62939000,2026-05-03T23:57:38.417Z,2026-05-03 19:57:38.417
26.880,0.85701586,1.04196758,1.04205164,0.67770620,2026-05-03T23:57:38.457Z,2026-05-03 19:57:38.457
26.920,2.54733250,-0.09255823,1.07782447,0.83464762,2026-05-03T23:57:38.497Z,2026-05-03 19:57:38.497
26.960,-0.40288377,1.99231430,1.12148835,0.85557001,2026-05-03T23:57:38.537Z,2026-05-03 19:57:38.537
27.000,1.71882417,-0.33775715,1.18939946,0.94225863,2026-05-03T23:57:38.577Z,2026-05-03 19:57:38.577
27.040,-0.63609449,1.88701181,1.16810442,0.97891920,2026-05-03T23:57:38.617Z,2026-05-03 19:57:38.617
27.080,1.05428648,0.70108906,1.25570805,1.01853428,2026-05-03T23:57:38.657Z,2026-05-03 19:57:38.657
27.120,0.71449484,1.63065030,0.93645744,1.03685637,2026-05-03T23:57:38.697Z,2026-05-03 19:57:38.697
27.160,0.68895156,0.55518162,0.97414224,0.97973277,2026-05-03T23:57:38.737Z,2026-05-03 19:57:38.737
27.200,1.11396928,1.14809645,0.67854193,1.06270544,2026-05-03T23:57:38.777Z,2026-05-03 19:57:38.777
27.240,-0.32175882,0.83755759,0.79727815,0.88223807,2026-05-03T23:57:38.817Z,2026-05-03 19:57:38.817
27.280,1.24665402,0.71853278,0.81306751,1.02103819,2026-05-03T23:57:38.857Z,2026-05-03 19:57:38.857
27.320,-0.24040439,0.56298209,0.83701146,0.83494646,2026-05-03T23:57:38.897Z,2026-05-03 19:57:38.897
27.360,1.22230860,0.36445437,1.22005582,1.19380807,2026-05-03T23:57:38.937Z,2026-05-03 19:57:38.937
27.400,0.14771541,1.02350856,1.19348893,1.03412922,2026-05-03T23:57:38.977Z,2026-05-03 19:57:38.977
27.440,1.10073807,0.22389947,1.39599165,1.02073449,2026-05-03T23:57:39.017Z,2026-05-03 19:57:39.017
27.480,1.82806036,1.41263329,1.30883937,0.97654660,2026-05-03T23:57:39.057Z,2026-05-03 19:57:39.057
27.520,-0.07697051,-0.05590506,1.47573575,0.90746481,2026-05-03T23:57:39.097Z,2026-05-03 19:57:39.097
27.560,3.52899008,3.32249604,1.36173929,0.92558407,2026-05-03T23:57:39.137Z,2026-05-03 19:57:39.137
27.600,0.35180057,-0.45186160,1.40946039,0.89027086,2026-05-03T23:57:39.177Z,2026-05-03 19:57:39.177
27.640,2.48603216,0.37453096,1.33094685,0.91761822,2026-05-03T23:57:39.217Z,2026-05-03 19:57:39.217
27.680,-0.18897995,0.67313046,1.33669664,0.82695320,2026-05-03T23:57:39.257Z,2026-05-03 19:57:39.257
27.720,1.83762387,-0.11925389,1.27234856,0.83068012,2026-05-03T23:57:39.297Z,2026-05-03 19:57:39.297
27.760,-0.72927850,0.91531622,1.11041051,0.70839014,2026-05-03T23:57:39.337Z,2026-05-03 19:57:39.337
27.800,0.61723896,0.06785372,1.11859979,0.71609200,2026-05-03T23:57:39.377Z,2026-05-03 19:57:39.377
27.840,0.18657907,0.70362973,0.63575171,0.22680403,2026-05-03T23:57:39.417Z,2026-05-03 19:57:39.417
27.880,0.24857808,-0.14479117,0.61010376,0.26698844,2026-05-03T23:57:39.457Z,2026-05-03 19:57:39.457
27.920,0.26053187,0.27656660,0.27518392,0.25024266,2026-05-03T23:57:39.497Z,2026-05-03 19:57:39.497
27.960,0.02378743,0.13535306,0.28881300,0.20058194,2026-05-03T23:57:39.537Z,2026-05-03 19:57:39.537
28.000,0.07676561,0.06615819,0.04986659,0.22539369,2026-05-03T23:57:39.577Z,2026-05-03 19:57:39.577
28.040,0.17479889,0.29075693,0.08310568,0.15346271,2026-05-03T23:57:39.617Z,2026-05-03 19:57:39.617
28.080,0.00673261,0.12971340,0.43241675,0.16120228,2026-05-03T23:57:39.657Z,2026-05-03 19:57:39.657
28.120,0.19031635,0.19593625,0.42479897,0.10482175,2026-05-03T23:57:39.697Z,2026-05-03 19:57:39.697
28.160,0.00229902,0.19534714,0.67993031,0.18855910,2026-05-03T23:57:39.737Z,2026-05-03 19:57:39.737
28.200,0.23292878,0.18511356,0.62464528,0.27776569,2026-05-03T23:57:39.777Z,2026-05-03 19:57:39.777
28.240,-0.14479710,0.29482256,0.82001459,0.28355323,2026-05-03T23:57:39.817Z,2026-05-03 19:57:39.817
28.280,2.59190148,0.15513038,0.80468827,0.45499188,2026-05-03T23:57:39.857Z,2026-05-03 19:57:39.857
28.320,0.09035924,0.19154408,0.90700939,0.49156641,2026-05-03T23:57:39.897Z,2026-05-03 19:57:39.897
28.360,2.18274097,0.70002654,0.95630844,0.64940159,2026-05-03T23:57:39.937Z,2026-05-03 19:57:39.937
28.400,-0.87850478,1.04315230,0.98021066,0.73694140,2026-05-03T23:57:39.977Z,2026-05-03 19:57:39.977
28.440,1.83209888,0.20246756,1.03711499,0.84337914,2026-05-03T23:57:40.017Z,2026-05-03 19:57:40.017
28.480,-0.19090193,1.54138381,1.01747511,0.87056520,2026-05-03T23:57:40.057Z,2026-05-03 19:57:40.057
28.520,1.27795080,0.67819180,1.09268366,0.92460243,2026-05-03T23:57:40.097Z,2026-05-03 19:57:40.097
28.560,0.68436116,1.58639712,0.81437228,0.93538180,2026-05-03T23:57:40.137Z,2026-05-03 19:57:40.137
28.600,0.52149168,1.12966283,1.06727821,0.98512416,2026-05-03T23:57:40.177Z,2026-05-03 19:57:40.177
28.640,0.78494736,1.32399067,0.83033736,1.08701371,2026-05-03T23:57:40.217Z,2026-05-03 19:57:40.217
28.680,-0.10691776,0.54782204,0.96794030,1.01519933,2026-05-03T23:57:40.257Z,2026-05-03 19:57:40.257
28.720,0.91386741,0.93611249,0.80110957,1.16849681,2026-05-03T23:57:40.297Z,2026-05-03 19:57:40.297
28.760,0.30035830,0.31513226,0.92348922,1.07384693,2026-05-03T23:57:40.337Z,2026-05-03 19:57:40.337
28.800,2.35054942,0.82980464,0.81529074,1.11501945,2026-05-03T23:57:40.377Z,2026-05-03 19:57:40.377
28.840,-0.11287371,1.68840385,0.78812130,1.00181925,2026-05-03T23:57:40.417Z,2026-05-03 19:57:40.417
28.880,1.21769019,0.12540305,0.79038926,0.93207950,2026-05-03T23:57:40.457Z,2026-05-03 19:57:40.457
28.920,0.26638318,1.83217048,0.74959317,0.84225178,2026-05-03T23:57:40.497Z,2026-05-03 19:57:40.497
28.960,1.26930875,0.53273603,0.79503014,0.79843974,2026-05-03T23:57:40.537Z,2026-05-03 19:57:40.537
29.000,0.07473357,1.13727008,0.74624022,0.79077013,2026-05-03T23:57:40.577Z,2026-05-03 19:57:40.577
29.040,0.36567581,0.38059380,0.74005302,0.79343401,2026-05-03T23:57:40.617Z,2026-05-03 19:57:40.617
29.080,0.54781380,0.32455844,0.46305030,0.76858594,2026-05-03T23:57:40.657Z,2026-05-03 19:57:40.657
29.120,0.31988993,0.37323494,0.49646566,0.59806409,2026-05-03T23:57:40.697Z,2026-05-03 19:57:40.697
29.160,0.53110237,-0.07434387,0.67807095,0.61723784,2026-05-03T23:57:40.737Z,2026-05-03 19:57:40.737
29.200,0.38586062,0.85957454,0.69496155,0.52490397,2026-05-03T23:57:40.777Z,2026-05-03 19:57:40.777
29.240,0.21718050,0.35043680,0.76810055,0.57170738,2026-05-03T23:57:40.817Z,2026-05-03 19:57:40.817
29.280,0.28897217,0.55906045,0.81078289,0.60584879,2026-05-03T23:57:40.857Z,2026-05-03 19:57:40.857
29.320,0.32940245,0.03925925,0.84675341,0.57517460,2026-05-03T23:57:40.897Z,2026-05-03 19:57:40.897
29.360,2.35506198,0.37247367,0.90881764,0.70976713,2026-05-03T23:57:40.937Z,2026-05-03 19:57:40.937
29.400,0.47290758,1.16983476,0.87503889,0.75572187,2026-05-03T23:57:40.977Z,2026-05-03 19:57:40.977
29.440,1.80147579,0.98065776,0.90873953,0.87490692,2026-05-03T23:57:41.017Z,2026-05-03 19:57:41.017
29.480,0.62660098,1.40547729,0.88972831,0.84201898,2026-05-03T23:57:41.057Z,2026-05-03 19:57:41.057
29.520,0.78112663,-0.03025871,0.98155487,0.88314757,2026-05-03T23:57:41.097Z,2026-05-03 19:57:41.097
29.560,1.17939264,1.56029543,1.03602996,0.88085743,2026-05-03T23:57:41.137Z,2026-05-03 19:57:41.137
29.600,-0.24538156,0.88055178,1.03724702,0.99274746,2026-05-03T23:57:41.177Z,2026-05-03 19:57:41.177
29.640,0.90164869,1.29732120,0.83045776,0.97331286,2026-05-03T23:57:41.217Z,2026-05-03 19:57:41.217
29.680,0.11137141,0.48595968,0.79015842,0.90944420,2026-05-03T23:57:41.257Z,2026-05-03 19:57:41.257
29.720,1.23866092,0.83713378,0.77704287,0.86305761,2026-05-03T23:57:41.297Z,2026-05-03 19:57:41.297
29.760,0.94862881,0.53106116,0.94141759,0.82927240,2026-05-03T23:57:41.337Z,2026-05-03 19:57:41.337
29.800,0.34690742,1.33941676,0.84544245,0.78932891,2026-05-03T23:57:41.377Z,2026-05-03 19:57:41.377
29.840,0.72098153,0.07610498,0.70149757,0.59057031,2026-05-03T23:57:41.417Z,2026-05-03 19:57:41.417
29.880,-0.11533839,0.47053712,0.67555345,0.46429034,2026-05-03T23:57:41.457Z,2026-05-03 19:57:41.457
29.920,1.71104280,0.45991988,0.55435461,0.27337542,2026-05-03T23:57:41.497Z,2026-05-03 19:57:41.497
29.960,1.99767988,1.10805052,0.50349258,0.17339234,2026-05-03T23:57:41.537Z,2026-05-03 19:57:41.537
